#BLTrackFile2 CALOENTR
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
34.5634 -6.53628 17198.5 -0.613559 1.42119 63.7172 138.154 211 107895 1 1 1 0 0 0 0 0 0 124.296 17016.5 0 0 0 33.085 2.31913 149.95 1.51062 13.8642 
-28.607 -4.68645 17198.5 0.717621 0.574261 64.9792 135.835 211 108090 1 1 1 0 0 0 0 0 0 121.634 16978.6 0 0 0 8.65126 7.86933 149.95 1.6626 14.3875 
31.5469 29.8669 17198.5 0.351214 -0.414522 64.8418 136.198 211 109458 1 1 1 0 0 0 0 0 0 122.231 17024.7 0 0 0 37.337 3.17808 149.95 1.41914 14.3278 
18.401 38.1634 17198.5 0.846073 -3.41101 63.0793 139.391 211 109546 1 1 1 0 0 0 0 0 0 125.717 17060.1 0 0 0 21.7743 5.44469 149.95 1.39503 13.6329 
-49.1805 -9.75785 17198.5 1.21275 1.90658 68.1013 130.673 211 110235 1 1 1 0 0 0 0 0 0 115.946 16969.9 0 0 0 8.50731 6.58035 149.95 1.64673 15.7447 
-34.2684 3.42588 17198.5 0.520393 0.106435 65.7749 134.398 211 110700 1 1 1 0 0 0 0 0 0 120.137 16973.8 0 0 0 2.75175 8.70818 149.95 1.58833 14.7232 
-35.2323 -11.294 17198.5 1.9637 0.844021 64.2141 137.081 211 110735 1 1 1 0 0 0 0 0 0 123.129 16992.6 0 0 0 3.80392 -5.13867 149.95 1.53242 14.0783 
56.1827 18.9427 17198.5 -1.49037 -0.760559 68.5281 130.572 211 111488 1 1 1 0 0 0 0 0 0 115.736 17041 0 0 0 2.83941 3.6992 149.95 1.63043 15.9249 
-32.8594 7.49225 17198.5 0.539408 0.28127 69.0185 129.306 211 111836 1 1 1 0 0 0 0 0 0 114.695 17004.2 0 0 0 -4.04266 6.5548 149.95 1.35188 16.1339 
7.499 -38.4019 17198.5 -0.275161 0.0275406 66.6991 132.667 211 112403 1 1 1 0 0 0 0 0 0 118.171 16930.2 0 0 0 53.2441 -2.43405 149.95 1.69561 15.1188 
